tiempo,valor
2023-08-15 15:44:16.266779,0.0
2023-08-15 15:44:17.236620,0.0
2023-08-15 15:44:18.236389,0.0
2023-08-15 15:44:19.238594,0.0
2023-08-15 15:44:20.237075,0.0
2023-08-15 15:44:21.239897,0.0
2023-08-15 15:44:22.236751,0.0
2023-08-15 15:44:23.238311,0.0
2023-08-15 15:44:24.237508,0.0
2023-08-15 15:44:25.239376,0.0
2023-08-15 15:44:26.241014,0.0
2023-08-15 15:44:27.239996,0.0
2023-08-15 15:44:28.240087,0.0
2023-08-15 15:44:29.236336,0.0
2023-08-15 15:44:30.239703,0.0
2023-08-15 15:44:31.236833,0.0
2023-08-15 15:44:32.237623,0.0
2023-08-15 15:44:33.237283,0.0
2023-08-15 15:44:34.239735,0.0
2023-08-15 15:44:35.237111,0.0
2023-08-15 15:44:36.235896,0.0
2023-08-15 15:44:37.238255,7.0
2023-08-15 15:44:38.238358,8.0
2023-08-15 15:44:39.237480,14.0
2023-08-15 15:44:40.236783,10.0
2023-08-15 15:44:41.236895,12.0
2023-08-15 15:44:42.236752,0.0
2023-08-15 15:44:43.236820,0.0
2023-08-15 15:44:44.236207,0.0
2023-08-15 15:44:45.236770,0.0
2023-08-15 15:44:46.238663,0.0
2023-08-15 15:44:47.240317,0.0
2023-08-15 15:44:48.237818,0.0
2023-08-15 15:44:49.236797,0.0
2023-08-15 15:44:50.236733,0.0
2023-08-15 15:44:51.237622,0.0
2023-08-15 15:44:52.236176,0.0
2023-08-15 15:44:53.237163,0.0
2023-08-15 15:44:54.237741,0.0
2023-08-15 15:44:55.241978,0.0
2023-08-15 15:44:56.249338,0.0
2023-08-15 15:44:57.237610,0.0
2023-08-15 15:44:58.239159,0.0
2023-08-15 15:44:59.236566,0.0
2023-08-15 15:45:00.237302,0.0
2023-08-15 15:45:01.242091,0.0
2023-08-15 15:45:02.235885,0.0
2023-08-15 15:45:03.236729,0.0
2023-08-15 15:45:04.237253,0.0
2023-08-15 15:45:05.237478,0.0
2023-08-15 15:45:06.237657,0.0
2023-08-15 15:45:07.238977,4.0
2023-08-15 15:45:08.238075,4.0
2023-08-15 15:45:09.236218,0.0
2023-08-15 15:45:10.236866,0.0
2023-08-15 15:45:11.238896,0.0
2023-08-15 15:45:12.236481,0.0
2023-08-15 15:45:13.240749,0.0
2023-08-15 15:45:14.236781,0.0
2023-08-15 15:45:15.235866,0.0
2023-08-15 15:45:16.237791,0.0
2023-08-15 15:45:17.240333,1.0
2023-08-15 15:45:18.238746,0.0
2023-08-15 15:45:19.239630,4.0
2023-08-15 15:45:20.238395,9.0
2023-08-15 15:45:21.241370,5.0
2023-08-15 15:45:22.237648,0.0
2023-08-15 15:45:23.239170,0.0
2023-08-15 15:45:24.240250,4.0
2023-08-15 15:45:25.236683,0.0
2023-08-15 15:45:26.235966,8.0
2023-08-15 15:45:27.236381,5.0
2023-08-15 15:45:28.240415,3.0
2023-08-15 15:45:29.237941,3.0
2023-08-15 15:45:30.235796,1.0
2023-08-15 15:45:31.237349,6.0
2023-08-15 15:45:32.236848,0.0
2023-08-15 15:45:33.238993,0.0
2023-08-15 15:45:34.239377,0.0
2023-08-15 15:45:35.236004,0.0
2023-08-15 15:45:36.236491,0.0
2023-08-15 15:45:37.236576,0.0
2023-08-15 15:45:38.236813,0.0
2023-08-15 15:45:39.236367,0.0
2023-08-15 15:45:40.236412,0.0
2023-08-15 15:45:41.236904,0.0
2023-08-15 15:45:42.236868,0.0
2023-08-15 15:45:43.235559,0.0
2023-08-15 15:45:44.236821,0.0
2023-08-15 15:45:45.238220,0.0
2023-08-15 15:45:46.237583,0.0
2023-08-15 15:45:47.235145,0.0
2023-08-15 15:45:48.236165,0.0
2023-08-15 15:45:49.235908,0.0
2023-08-15 15:45:50.241044,0.0
2023-08-15 15:45:51.237160,0.0
2023-08-15 15:45:52.239824,0.0
2023-08-15 15:45:53.243385,0.0
2023-08-15 15:45:54.240228,0.0
2023-08-15 15:45:55.236361,0.0
2023-08-15 15:45:56.238529,0.0
2023-08-15 15:45:57.235375,0.0
2023-08-15 15:45:58.238067,0.0
2023-08-15 15:45:59.237529,0.0
2023-08-15 15:46:00.236953,0.0
2023-08-15 15:46:01.237223,0.0
2023-08-15 15:46:02.237129,0.0
2023-08-15 15:46:03.235376,0.0
2023-08-15 15:46:04.236826,0.0
2023-08-15 15:46:05.238218,0.0
2023-08-15 15:46:06.243602,0.0
2023-08-15 15:46:07.240088,0.0
2023-08-15 15:46:08.236955,0.0
2023-08-15 15:46:09.235529,0.0
2023-08-15 15:46:10.236364,0.0
2023-08-15 15:46:11.239778,0.0
2023-08-15 15:46:12.239538,0.0
2023-08-15 15:46:13.240789,0.0
2023-08-15 15:46:14.235659,0.0
2023-08-15 15:46:15.236528,0.0
2023-08-15 15:46:16.235895,0.0
