tiempo,valor
1692118620.5894608,0.0
1692118621.5046344,0.0
1692118622.5032742,0.0
1692118623.5061038,0.0
1692118624.5010371,0.0
1692118625.504928,0.0
1692118626.5025299,0.0
1692118627.5012362,0.0
1692118628.5052495,0.0
1692118629.5019023,0.0
1692118630.554468,0.0
1692118631.5044556,0.0
1692118632.5058465,0.0
1692118633.50596,0.0
1692118634.5375304,0.0
1692118635.511516,0.0
1692118636.5056,0.0
1692118637.5099995,0.0
1692118638.5025654,0.0
1692118639.5136337,0.0
1692118640.5012321,0.0
1692118641.515369,0.0
1692118642.5042279,0.0
1692118643.502825,0.0
1692118644.5016677,0.0
1692118645.50675,0.0
1692118646.754994,0.0
1692118647.5011108,0.0
1692118648.5115445,0.0
1692118649.5076728,0.0
1692118650.5048072,0.0
1692118651.5031471,0.0
1692118652.5020907,0.0
1692118653.5074122,0.0
1692118654.501297,0.0
1692118655.5092225,0.0
1692118656.5021987,0.0
1692118657.5156097,0.0
1692118658.5012357,0.0
1692118659.5013638,0.0
1692118660.501501,0.0
1692118661.5031855,0.0
1692118662.5023847,0.0
1692118663.5026913,0.0
1692118664.5016637,0.0
1692118665.5015445,0.0
1692118666.5022485,0.0
1692118667.5047784,0.0
1692118668.5017967,0.0
1692118669.502741,0.0
1692118670.502447,0.0
1692118671.5008686,0.0
1692118672.511065,0.0
1692118673.5048978,0.0
1692118674.5054832,0.0
1692118675.5191638,0.0
1692118676.568611,0.0
1692118677.5010998,0.0
1692118678.501253,0.0
1692118679.501058,0.0
1692118680.5219202,0.0
1692118681.505515,0.0
1692118682.5144663,0.0
1692118683.5071418,0.0
1692118684.5070715,0.0
1692118685.5095654,0.0
1692118686.5131269,0.0
1692118687.505325,0.0
1692118688.506469,0.0
1692118689.51227,0.0
1692118690.5025861,0.0
1692118691.5112925,0.0
1692118692.5035799,0.0
1692118693.5068665,0.0
1692118694.514783,0.0
1692118695.5017383,0.0
1692118696.5016198,0.0
1692118697.5042481,0.0
1692118698.5013726,0.0
1692118699.5020864,0.0
1692118700.5036252,0.0
1692118701.5019047,0.0
1692118702.5017295,0.0
1692118703.5018182,0.0
1692118704.5013654,0.0
1692118705.503137,0.0
1692118706.5026128,0.0
1692118707.501029,0.0
1692118708.5007598,0.0
1692118709.5013933,0.0
1692118710.5021589,0.0
1692118711.5126054,0.0
1692118712.5026734,0.0
1692118713.5095882,0.0
1692118714.5032976,0.0
1692118715.5105882,0.0
1692118716.5077288,0.0
1692118717.504399,0.0
1692118718.509686,0.0
1692118719.5035892,0.0
1692118720.501321,0.0
1692118721.5063355,0.0
1692118722.5051374,0.0
1692118723.502777,0.0
1692118724.509306,0.0
1692118725.5027916,0.0
1692118726.5022829,0.0
1692118727.5025084,0.0
1692118728.5142987,0.0
1692118729.5031738,0.0
1692118730.5037773,0.0
1692118731.5014257,0.0
1692118732.5010793,0.0
1692118733.504968,0.0
1692118734.5064366,0.0
1692118735.5032363,0.0
1692118736.5085983,0.0
1692118737.5065076,0.0
1692118738.504401,0.0
1692118739.5050092,0.0
1692118740.5025823,0.0
